7529906,8,Saturated_Fat
7529906,13,Fat
95643,12,Added_Sugar
95643,12,Carbohydrates
95643,44,Calories
102508,13,Added_Sugar
102508,99,Carbohydrates
102508,609,Calories
102508,20,Protein
102508,063,Salt
102508,10,Saturated_Fat
102508,18,Fat
3414146,8,Added_Sugar
3414146,20,Carbohydrates
3414146,236,Calories
3414146,6,Protein
3414146,2,Saturated_Fat
3414146,15,Fat
94820,4,Added_Sugar
94820,22,Carbohydrates
94820,379,Calories
94820,36,Protein
94820,063,Salt
94820,3,Saturated_Fat
94820,17,Fat
6090141,22,Added_Sugar
6090141,38,Carbohydrates
6090141,328,Calories
6090141,5,Protein
6090141,08,Salt
6090141,9,Saturated_Fat
6090141,17,Fat
5148976,5,Added_Sugar
5148976,40,Carbohydrates
5148976,294,Calories
5148976,12,Protein
5148976,01,Salt
5148976,1,Saturated_Fat
5148976,8,Fat
6641941,15,Added_Sugar
6641941,44,Carbohydrates
6641941,471,Calories
6641941,29,Protein
6641941,383,Salt
6641941,8,Saturated_Fat
6641941,18,Fat
6907611,8,Added_Sugar
6907611,9,Carbohydrates
6907611,373,Calories
6907611,43,Protein
6907611,07,Salt
6907611,4,Saturated_Fat
6907611,17,Fat
5797011,8,Added_Sugar
5797011,9,Carbohydrates
5797011,429,Calories
5797011,40,Protein
5797011,09,Salt
5797011,8,Saturated_Fat
5797011,25,Fat
3744936,15,Added_Sugar
3744936,82,Carbohydrates
3744936,457,Calories
3744936,10,Protein
3744936,04,Salt
3744936,1,Saturated_Fat
3744936,10,Fat
7759081,5,Added_Sugar
7759081,16,Carbohydrates
7759081,213,Calories
7759081,3,Protein
7759081,02,Salt
7759081,9,Saturated_Fat
7759081,15,Fat
101604,7,Added_Sugar
101604,22,Carbohydrates
101604,324,Calories
101604,12,Protein
101604,029,Salt
101604,7,Saturated_Fat
101604,21,Fat
7016096,43,Added_Sugar
7016096,104,Carbohydrates
7016096,576,Calories
7016096,8,Protein
7016096,14,Salt
7016096,2,Saturated_Fat
7016096,13,Fat
102467,10,Added_Sugar
102467,24,Carbohydrates
102467,315,Calories
102467,5,Protein
102467,05,Salt
102467,8,Saturated_Fat
102467,22,Fat
93958,38,Added_Sugar
93958,83,Carbohydrates
93958,924,Calories
93958,14,Protein
93958,086,Salt
93958,25,Saturated_Fat
93958,57,Fat
95760,2,Added_Sugar
95760,36,Carbohydrates
95760,457,Calories
95760,34,Protein
95760,253,Salt
95760,10,Saturated_Fat
95760,21,Fat
93355,30,Carbohydrates
93355,329,Calories
93355,16,Protein
93355,142,Salt
93355,3,Saturated_Fat
93355,17,Fat
4270926,11,Added_Sugar
4270926,33,Carbohydrates
4270926,346,Calories
4270926,31,Protein
4270926,09,Salt
4270926,3,Saturated_Fat
4270926,9,Fat
6016281,6,Added_Sugar
6016281,33,Carbohydrates
6016281,820,Calories
6016281,17,Protein
6016281,31,Salt
6016281,6,Saturated_Fat
6016281,68,Fat
5874481,20,Added_Sugar
5874481,76,Carbohydrates
5874481,814,Calories
5874481,28,Protein
5874481,42,Salt
5874481,10,Saturated_Fat
5874481,40,Fat
98982,49,Carbohydrates
98982,266,Calories
98982,6,Protein
98982,011,Salt
98982,22,Saturated_Fat
98982,7,Fat
102258,161,Added_Sugar
102258,44,Carbohydrates
102258,285,Calories
102258,5,Protein
102258,052,Salt
102258,5,Saturated_Fat
102258,11,Fat
93855,17,Carbohydrates
93855,371,Calories
93855,32,Protein
93855,068,Salt
93855,7,Saturated_Fat
93855,20,Fat
93580,14,Added_Sugar
93580,21,Carbohydrates
93580,152,Calories
93580,3,Protein
93580,09,Salt
93580,1,Saturated_Fat
93580,7,Fat
4364906,32,Added_Sugar
4364906,57,Carbohydrates
4364906,430,Calories
4364906,7,Protein
4364906,04,Salt
4364906,12,Saturated_Fat
4364906,20,Fat
3687251,67,Added_Sugar
3687251,106,Carbohydrates
3687251,596,Calories
3687251,9,Protein
3687251,09,Salt
3687251,8,Saturated_Fat
3687251,15,Fat
6966116,2,Added_Sugar
6966116,2,Carbohydrates
6966116,49,Calories
6966116,3,Protein
6966116,03,Salt
6966116,2,Saturated_Fat
6966116,3,Fat
99941,25,Added_Sugar
99941,26,Carbohydrates
99941,454,Calories
99941,6,Protein
99941,016,Salt
99941,18,Saturated_Fat
99941,35,Fat
6786961,41,Added_Sugar
6786961,80,Carbohydrates
6786961,553,Calories
6786961,6,Protein
6786961,03,Salt
6786961,14,Saturated_Fat
6786961,22,Fat
3581076,9,Added_Sugar
3581076,11,Carbohydrates
3581076,73,Calories
3581076,3,Protein
3581076,05,Salt
3581076,1,Saturated_Fat
3581076,2,Fat
93477,100,Added_Sugar
93477,148,Carbohydrates
93477,1024,Calories
93477,11,Protein
93477,189,Salt
93477,26,Saturated_Fat
93477,44,Fat
101372,2,Added_Sugar
101372,62,Carbohydrates
101372,679,Calories
101372,23,Protein
101372,27,Salt
101372,15,Saturated_Fat
101372,38,Fat
97625,2,Added_Sugar
97625,6,Carbohydrates
97625,229,Calories
97625,37,Protein
97625,049,Salt
97625,2,Saturated_Fat
97625,7,Fat
96406,6,Added_Sugar
96406,38,Carbohydrates
96406,348,Calories
96406,16,Protein
96406,24,Salt
96406,6,Saturated_Fat
96406,16,Fat
5681316,5,Added_Sugar
5681316,56,Carbohydrates
5681316,510,Calories
5681316,28,Protein
5681316,07,Salt
5681316,6,Saturated_Fat
5681316,19,Fat
4603996,43,Added_Sugar
4603996,53,Carbohydrates
4603996,511,Calories
4603996,4,Protein
4603996,09,Salt
4603996,19,Saturated_Fat
4603996,30,Fat
94759,27,Added_Sugar
94759,28,Carbohydrates
94759,543,Calories
94759,3,Protein
94759,004,Salt
94759,25,Saturated_Fat
94759,45,Fat
6090236,9,Added_Sugar
6090236,40,Carbohydrates
6090236,537,Calories
6090236,36,Protein
6090236,18,Salt
6090236,11,Saturated_Fat
6090236,24,Fat
103135,7,Added_Sugar
103135,48,Carbohydrates
103135,249,Calories
103135,11,Protein
103135,036,Salt
103135,1,Saturated_Fat
103135,3,Fat
6597961,05,Added_Sugar
6597961,03,Carbohydrates
6597961,9,Calories
6597961,05,Protein
6597961,002,Salt
6597961,03,Saturated_Fat
6597961,05,Fat
96042,3,Added_Sugar
96042,41,Carbohydrates
96042,229,Calories
96042,5,Protein
96042,007,Salt
96042,1,Saturated_Fat
96042,6,Fat
97745,41,Added_Sugar
97745,47,Carbohydrates
97745,192,Calories
97745,2,Protein
97745,002,Salt
97745,1,Fat
96151,125,Added_Sugar
96151,139,Carbohydrates
96151,833,Calories
96151,9,Protein
96151,044,Salt
96151,9,Saturated_Fat
96151,29,Fat
5020161,23,Added_Sugar
5020161,110,Carbohydrates
5020161,992,Calories
5020161,48,Protein
5020161,18,Salt
5020161,13,Saturated_Fat
5020161,39,Fat
93786,2,Added_Sugar
93786,11,Carbohydrates
93786,101,Calories
93786,4,Protein
93786,15,Salt
93786,1,Saturated_Fat
93786,5,Fat
96148,21,Carbohydrates
96148,211,Calories
96148,8,Protein
96148,119,Salt
96148,1,Saturated_Fat
96148,11,Fat
102295,4,Added_Sugar
102295,74,Carbohydrates
102295,546,Calories
102295,27,Protein
102295,106,Salt
102295,2,Saturated_Fat
102295,17,Fat
7842866,3,Added_Sugar
7842866,16,Carbohydrates
7842866,186,Calories
7842866,7,Protein
7842866,2,Salt
7842866,5,Saturated_Fat
7842866,10,Fat
7704956,17,Added_Sugar
7704956,17,Carbohydrates
7704956,201,Calories
5944801,10,Added_Sugar
5944801,11,Carbohydrates
5944801,142,Calories
5944801,2,Protein
5944801,01,Salt
5944801,5,Saturated_Fat
5944801,8,Fat
6981751,1,Added_Sugar
6981751,1,Carbohydrates
6981751,17,Calories
6981751,1,Protein
6981751,01,Salt
6981751,1,Fat
4422716,9,Added_Sugar
4422716,9,Carbohydrates
4422716,45,Calories
102487,17,Added_Sugar
102487,30,Carbohydrates
102487,149,Calories
102487,3,Protein
102487,006,Salt
102487,2,Saturated_Fat
102487,3,Fat
102659,3,Added_Sugar
102659,62,Carbohydrates
102659,625,Calories
102659,27,Protein
102659,16,Salt
102659,5,Saturated_Fat
102659,30,Fat
97480,10,Added_Sugar
97480,28,Carbohydrates
97480,298,Calories
97480,17,Protein
97480,07,Salt
97480,2,Saturated_Fat
97480,13,Fat
5877176,7,Added_Sugar
5877176,7,Carbohydrates
5877176,382,Calories
5877176,12,Protein
5877176,05,Salt
5877176,7,Saturated_Fat
5877176,33,Fat
95685,42,Added_Sugar
95685,332,Carbohydrates
95685,561,Calories
95685,263,Protein
95685,03,Salt
95685,122,Saturated_Fat
95685,365,Fat
250536,19,Added_Sugar
250536,68,Carbohydrates
250536,371,Calories
250536,10,Protein
250536,05,Salt
250536,1,Saturated_Fat
250536,5,Fat
96211,1,Added_Sugar
96211,4,Carbohydrates
96211,266,Calories
96211,2,Protein
96211,039,Salt
96211,16,Saturated_Fat
96211,26,Fat
100230,19,Carbohydrates
100230,470,Calories
100230,36,Protein
100230,181,Salt
100230,9,Saturated_Fat
100230,27,Fat
96688,9,Added_Sugar
96688,54,Carbohydrates
96688,346,Calories
96688,17,Protein
96688,191,Salt
96688,4,Saturated_Fat
96688,8,Fat
8871561,54,Added_Sugar
8871561,65,Carbohydrates
8871561,455,Calories
8871561,4,Protein
8871561,05,Salt
8871561,12,Saturated_Fat
8871561,20,Fat
6585331,2,Added_Sugar
6585331,42,Carbohydrates
6585331,260,Calories
6585331,19,Protein
6585331,19,Salt
6585331,1,Fat
94911,18,Added_Sugar
94911,30,Carbohydrates
94911,449,Calories
94911,34,Protein
94911,122,Salt
94911,8,Saturated_Fat
94911,22,Fat
99261,4,Added_Sugar
99261,55,Carbohydrates
99261,419,Calories
99261,12,Protein
99261,003,Salt
99261,3,Saturated_Fat
99261,19,Fat
100451,16,Added_Sugar
100451,53,Carbohydrates
100451,621,Calories
100451,23,Protein
100451,353,Salt
100451,12,Saturated_Fat
100451,37,Fat
96972,30,Added_Sugar
96972,31,Carbohydrates
96972,210,Calories
96972,21,Protein
96972,012,Salt
96972,6,Saturated_Fat
96972,96,Fat
99916,18,Added_Sugar
99916,20,Carbohydrates
99916,220,Calories
99916,1,Protein
99916,024,Salt
99916,10,Saturated_Fat
99916,16,Fat
7523731,7,Added_Sugar
7523731,8,Carbohydrates
7523731,719,Calories
7523731,38,Protein
7523731,34,Salt
7523731,35,Saturated_Fat
7523731,59,Fat
97221,64,Carbohydrates
97221,636,Calories
97221,25,Protein
97221,098,Salt
97221,18,Saturated_Fat
97221,33,Fat
101935,1,Added_Sugar
101935,15,Carbohydrates
101935,81,Calories
101935,3,Protein
101935,045,Salt
101935,1,Saturated_Fat
101935,2,Fat
93469,5,Added_Sugar
93469,42,Carbohydrates
93469,262,Calories
93469,5,Protein
93469,09,Salt
93469,6,Saturated_Fat
93469,9,Fat
100228,66,Carbohydrates
100228,567,Calories
100228,42,Protein
100228,034,Salt
100228,5,Saturated_Fat
100228,16,Fat
6726456,18,Added_Sugar
6726456,25,Carbohydrates
6726456,840,Calories
6726456,54,Protein
6726456,17,Salt
6726456,7,Saturated_Fat
6726456,48,Fat
103311,289,Added_Sugar
103311,301,Carbohydrates
103311,556,Calories
103311,54,Protein
103311,02,Salt
103311,285,Saturated_Fat
103311,459,Fat
4488401,1,Carbohydrates
4488401,17,Calories
4488401,1,Protein
4488401,1,Fat
94290,9,Added_Sugar
94290,10,Carbohydrates
94290,1,Protein
94290,011,Salt
94290,2,Saturated_Fat
94290,3,Fat
7847246,5,Added_Sugar
7847246,14,Carbohydrates
7847246,432,Calories
7847246,19,Protein
7847246,38,Salt
7847246,15,Saturated_Fat
7847246,33,Fat
103084,9,Added_Sugar
103084,31,Carbohydrates
103084,447,Calories
103084,38,Protein
103084,096,Salt
103084,9,Saturated_Fat
103084,19,Fat
8096211,6,Added_Sugar
8096211,40,Carbohydrates
8096211,486,Calories
8096211,15,Protein
8096211,09,Salt
8096211,17,Saturated_Fat
8096211,29,Fat
4291651,38,Added_Sugar
4291651,38,Carbohydrates
4291651,256,Calories
4291651,1,Protein
6279111,7,Added_Sugar
6279111,35,Carbohydrates
6279111,564,Calories
6279111,25,Protein
6279111,12,Salt
6279111,19,Saturated_Fat
6279111,35,Fat
251446,7,Added_Sugar
251446,9,Carbohydrates
251446,215,Calories
251446,30,Protein
251446,2,Salt
251446,1,Saturated_Fat
251446,7,Fat
101490,3,Carbohydrates
101490,735,Calories
101490,27,Protein
101490,017,Salt
101490,36,Saturated_Fat
101490,68,Fat
102247,2,Added_Sugar
102247,16,Carbohydrates
102247,316,Calories
102247,8,Protein
102247,048,Salt
102247,15,Saturated_Fat
102247,25,Fat
276466,2,Added_Sugar
276466,3,Carbohydrates
276466,242,Calories
276466,5,Protein
276466,03,Salt
276466,4,Saturated_Fat
276466,23,Fat
6180936,4,Added_Sugar
6180936,7,Carbohydrates
6180936,392,Calories
6180936,26,Protein
6180936,2,Salt
6180936,14,Saturated_Fat
6180936,28,Fat
5202331,8,Added_Sugar
5202331,8,Carbohydrates
5202331,35,Calories
102273,84,Added_Sugar
102273,95,Carbohydrates
102273,593,Calories
102273,8,Protein
102273,04,Salt
102273,8,Saturated_Fat
102273,21,Fat
101271,212,Calories
101271,25,Protein
101271,089,Salt
101271,6,Saturated_Fat
101271,13,Fat
93620,1,Added_Sugar
93620,9,Carbohydrates
93620,642,Calories
93620,37,Protein
93620,356,Salt
93620,21,Saturated_Fat
93620,49,Fat
5397331,21,Added_Sugar
5397331,22,Carbohydrates
5397331,318,Calories
5397331,7,Protein
5397331,02,Salt
5397331,10,Saturated_Fat
5397331,16,Fat
5387941,11,Added_Sugar
5387941,11,Carbohydrates
5387941,169,Calories
6802081,19,Added_Sugar
6802081,44,Carbohydrates
6802081,402,Calories
6802081,13,Protein
6802081,09,Salt
6802081,5,Saturated_Fat
6802081,18,Fat
102939,1,Added_Sugar
102939,1,Carbohydrates
102939,379,Calories
102939,30,Protein
102939,179,Salt
102939,6,Saturated_Fat
102939,28,Fat
95796,9,Added_Sugar
95796,58,Carbohydrates
95796,624,Calories
95796,23,Protein
95796,128,Salt
95796,16,Saturated_Fat
95796,33,Fat
97984,69,Added_Sugar
97984,71,Carbohydrates
97984,609,Calories
97984,7,Protein
97984,15,Saturated_Fat
97984,35,Fat
98501,1,Added_Sugar
98501,1,Carbohydrates
98501,76,Calories
98501,3,Protein
98501,009,Salt
98501,3,Saturated_Fat
98501,7,Fat
5959246,8,Added_Sugar
5959246,26,Carbohydrates
5959246,325,Calories
5959246,34,Protein
5959246,07,Salt
5959246,1,Saturated_Fat
5959246,7,Fat
96968,1,Added_Sugar
96968,25,Carbohydrates
96968,426,Calories
96968,23,Protein
96968,09,Salt
96968,8,Saturated_Fat
96968,26,Fat
100564,37,Added_Sugar
100564,50,Carbohydrates
100564,463,Calories
100564,7,Protein
100564,061,Salt
100564,13,Saturated_Fat
100564,27,Fat
9166281,4,Added_Sugar
9166281,49,Carbohydrates
9166281,831,Calories
9166281,44,Protein
9166281,22,Salt
9166281,22,Saturated_Fat
9166281,50,Fat
97327,11,Added_Sugar
97327,11,Carbohydrates
97327,252,Calories
97327,1,Protein
97327,04,Salt
97327,14,Saturated_Fat
97327,23,Fat
6016601,4,Added_Sugar
6016601,7,Carbohydrates
6016601,288,Calories
6016601,4,Protein
6016601,06,Salt
6016601,16,Saturated_Fat
6016601,26,Fat
97279,19,Added_Sugar
97279,19,Carbohydrates
97279,71,Calories
97279,01,Salt
98992,13,Added_Sugar
98992,13,Carbohydrates
98992,886,Calories
98992,80,Protein
98992,087,Salt
98992,11,Saturated_Fat
98992,58,Fat
5313716,1,Added_Sugar
5313716,21,Carbohydrates
5313716,140,Calories
5313716,3,Protein
5313716,1,Saturated_Fat
5313716,4,Fat
6020956,2,Added_Sugar
6020956,33,Carbohydrates
6020956,457,Calories
6020956,18,Protein
6020956,05,Salt
6020956,6,Saturated_Fat
6020956,26,Fat
5796701,2,Added_Sugar
5796701,18,Carbohydrates
5796701,440,Calories
5796701,26,Protein
5796701,09,Salt
5796701,5,Saturated_Fat
5796701,29,Fat
96693,10,Added_Sugar
96693,15,Carbohydrates
96693,57,Calories
3766861,6,Added_Sugar
3766861,34,Carbohydrates
3766861,515,Calories
3766861,16,Protein
3766861,15,Salt
3766861,17,Saturated_Fat
3766861,35,Fat
5722686,22,Added_Sugar
5722686,22,Carbohydrates
5722686,202,Calories
5722686,1,Protein
5722686,01,Saturated_Fat
5722686,2,Fat
103196,43,Added_Sugar
103196,78,Carbohydrates
103196,833,Calories
103196,12,Protein
103196,081,Salt
103196,21,Saturated_Fat
103196,55,Fat
97340,58,Added_Sugar
97340,66,Carbohydrates
97340,642,Calories
97340,6,Protein
97340,006,Salt
97340,22,Saturated_Fat
97340,41,Fat
98744,30,Added_Sugar
98744,41,Carbohydrates
98744,253,Calories
98744,3,Protein
98744,028,Salt
98744,6,Saturated_Fat
98744,10,Fat
95744,25,Added_Sugar
95744,43,Carbohydrates
95744,336,Calories
95744,4,Protein
95744,029,Salt
95744,10,Saturated_Fat
95744,17,Fat
6439051,11,Added_Sugar
6439051,16,Carbohydrates
6439051,268,Calories
6439051,6,Protein
6439051,19,Salt
6439051,10,Saturated_Fat
6439051,18,Fat
5920136,31,Added_Sugar
5920136,63,Carbohydrates
5920136,535,Calories
5920136,12,Protein
5920136,03,Salt
5920136,4,Saturated_Fat
5920136,23,Fat
93783,30,Carbohydrates
93783,454,Calories
93783,30,Protein
93783,069,Salt
93783,5,Saturated_Fat
93783,45,Fat
9069751,4,Added_Sugar
9069751,26,Carbohydrates
9069751,502,Calories
9069751,29,Protein
9069751,19,Salt
9069751,14,Saturated_Fat
9069751,31,Fat
4707001,46,Added_Sugar
4707001,57,Carbohydrates
4707001,396,Calories
4707001,5,Protein
4707001,04,Salt
4707001,8,Saturated_Fat
4707001,16,Fat
98596,8,Added_Sugar
98596,12,Carbohydrates
98596,274,Calories
98596,4,Protein
98596,004,Salt
98596,3,Saturated_Fat
98596,24,Fat
98954,2,Added_Sugar
98954,14,Carbohydrates
98954,109,Calories
98954,3,Protein
98954,046,Salt
